interview__key	interview__id	Vegetable_roster__id	vegetable_measure__1	vegetable_measure__2	vegetable_measure__3	vegetable_measure__4	vegetable_measure__5	vegetable_measure__6
09-85-73-70	11a74a85e5bf470382c42c2181c436e1	12	0	0	1	0	0	0
43-58-03-89	0f5ebfcfab6d4995a59884086b6da78f	4	0	0	0	0	1	0
43-58-03-89	0f5ebfcfab6d4995a59884086b6da78f	7	0	0	0	0	1	0
43-58-03-89	0f5ebfcfab6d4995a59884086b6da78f	9	0	0	1	0	0	0
58-83-46-26	e8832a6f854c4b95a3cce9b43e8a04c9	7	0	0	0	0	1	0
58-83-46-26	e8832a6f854c4b95a3cce9b43e8a04c9	9	0	0	0	0	0	1
25-56-62-37	2d1f0bdc85b7422db4aa38cf453f60db	5	0	1	0	0	0	0
25-56-62-37	2d1f0bdc85b7422db4aa38cf453f60db	7	0	0	0	0	1	0
25-56-62-37	2d1f0bdc85b7422db4aa38cf453f60db	8	0	0	0	0	1	0
07-00-95-10	481ae61df7e149c2b73c499bb4d7ba28	7	0	0	0	0	1	0
07-00-95-10	481ae61df7e149c2b73c499bb4d7ba28	12	0	0	1	0	0	0
97-80-49-67	bfd436656b77442697f7514730e281ba	4	0	0	0	0	1	0
97-80-49-67	bfd436656b77442697f7514730e281ba	5	0	1	0	0	0	0
97-80-49-67	bfd436656b77442697f7514730e281ba	12	0	0	1	0	0	0
86-01-99-01	1ae5933b267d4031a075757779859eed	4	0	0	0	0	1	0
86-01-99-01	1ae5933b267d4031a075757779859eed	7	0	0	0	0	1	0
86-01-99-01	1ae5933b267d4031a075757779859eed	9	1	0	1	0	0	0
86-01-99-01	1ae5933b267d4031a075757779859eed	12	0	0	1	0	0	0
00-17-98-79	0e08e79c169a423eaaf4084736a0fb92	4	0	0	0	0	1	0
00-17-98-79	0e08e79c169a423eaaf4084736a0fb92	5	0	1	0	0	0	0
00-17-98-79	0e08e79c169a423eaaf4084736a0fb92	7	0	0	0	0	1	0
00-17-98-79	0e08e79c169a423eaaf4084736a0fb92	9	0	0	1	0	0	0
00-17-98-79	0e08e79c169a423eaaf4084736a0fb92	12	1	0	0	0	0	0
07-30-12-84	5144580c61fe4992aea705b63b891752	4	0	0	0	0	1	0
07-30-12-84	5144580c61fe4992aea705b63b891752	7	0	0	0	0	1	0
07-30-12-84	5144580c61fe4992aea705b63b891752	9	0	0	1	0	0	0
43-01-72-65	4ddcabdcdd5f442492d012d086f54bcc	4	0	0	0	0	1	0
43-01-72-65	4ddcabdcdd5f442492d012d086f54bcc	9	0	0	1	0	0	0
53-28-18-98	1e7d2f444b264692acfd35ac86958bb0	7	0	0	0	0	1	0
53-28-18-98	1e7d2f444b264692acfd35ac86958bb0	12	0	0	1	0	0	0
24-53-46-82	eb4d96a601804c61bd884c1be033b436	7	0	0	0	0	1	0
24-53-46-82	eb4d96a601804c61bd884c1be033b436	9	0	0	1	0	0	0
24-53-46-82	eb4d96a601804c61bd884c1be033b436	12	0	0	1	0	0	0
88-56-86-38	3aaed71c3cc349bfb7719bd489bffb14	1	0	1	0	0	0	0
88-56-86-38	3aaed71c3cc349bfb7719bd489bffb14	4	0	0	0	0	1	0
88-56-86-38	3aaed71c3cc349bfb7719bd489bffb14	5	0	1	0	0	0	0
88-56-86-38	3aaed71c3cc349bfb7719bd489bffb14	7	0	0	0	0	1	0
65-48-95-14	dd2bd6a5544b4eae96f20559dc2f7f16	6	0	1	0	0	0	0
92-42-04-51	c262dfae40db4c5cad3bef3b432d585f	6	0	1	0	0	0	0
92-42-04-51	c262dfae40db4c5cad3bef3b432d585f	12	0	1	0	0	0	0
21-81-74-28	ee927bb50cc242ffb7458464f4b7e7cf	6	0	1	0	0	0	0
30-41-53-14	d35ec06def174c048b4f899a8f9e4efe	9	1	0	0	0	0	0
30-41-53-14	d35ec06def174c048b4f899a8f9e4efe	12	1	0	0	0	0	0
75-52-99-15	b19d00d9f8bd46e9b0420385419ed802	7	0	0	0	0	1	0
75-52-99-15	b19d00d9f8bd46e9b0420385419ed802	15	0	0	0	0	1	0
85-28-03-70	d1fc9f436e1c4cab88a7549d0664c3cb	9	0	1	0	0	0	0
85-28-03-70	d1fc9f436e1c4cab88a7549d0664c3cb	12	1	1	0	0	0	0
85-28-03-70	d1fc9f436e1c4cab88a7549d0664c3cb	14	1	0	0	0	0	0
84-12-91-93	0df9fc5cc40f44299a0fba666a33cb3a	4	0	0	0	0	1	0
84-12-91-93	0df9fc5cc40f44299a0fba666a33cb3a	7	0	0	0	0	1	0
84-12-91-93	0df9fc5cc40f44299a0fba666a33cb3a	9	1	0	0	0	0	0
46-13-55-44	2f696e1aedbf44a59f58bf5f87260c6c	1	0	1	0	0	0	0
46-13-55-44	2f696e1aedbf44a59f58bf5f87260c6c	4	0	0	0	0	1	0
46-13-55-44	2f696e1aedbf44a59f58bf5f87260c6c	7	0	0	0	0	1	0
46-13-55-44	2f696e1aedbf44a59f58bf5f87260c6c	9	1	0	0	0	0	1
46-13-55-44	2f696e1aedbf44a59f58bf5f87260c6c	12	0	0	0	0	0	1
42-84-40-77	4c86521b49d843119f05dd14acd67ebf	1	0	1	0	0	0	0
97-78-44-79	fd5b37b61daf471caf3ce29bef09d1a1	4	0	0	0	0	1	0
97-78-44-79	fd5b37b61daf471caf3ce29bef09d1a1	7	0	0	0	0	1	0
97-78-44-79	fd5b37b61daf471caf3ce29bef09d1a1	8	0	0	0	0	1	0
63-00-98-19	3d0b1106714841b88f0fb84e67afea31	8	0	0	0	0	1	0
63-00-98-19	3d0b1106714841b88f0fb84e67afea31	12	1	0	0	0	0	0
63-00-98-19	3d0b1106714841b88f0fb84e67afea31	13	1	0	0	0	0	0
70-16-65-09	aaf68b3869244e779de6327ad871624d	9	0	0	0	0	0	1
70-16-65-09	aaf68b3869244e779de6327ad871624d	12	0	0	0	0	0	1
70-16-65-09	aaf68b3869244e779de6327ad871624d	14	0	0	0	0	0	1
92-95-62-24	968bcaada20b4cbbbb9123eb6564fe7b	4	0	0	0	0	1	0
47-32-41-10	f338d12a52fc4a0abdbd77637fd8847e	9	0	0	1	0	0	0
47-32-41-10	f338d12a52fc4a0abdbd77637fd8847e	12	0	0	1	0	0	0
47-32-41-10	f338d12a52fc4a0abdbd77637fd8847e	14	0	0	1	0	0	0
56-12-61-34	5998d6d3212b4f19bfda0b3368077e3c	7	0	1	0	0	0	0
56-12-61-34	5998d6d3212b4f19bfda0b3368077e3c	9	1	0	0	0	0	0
93-68-87-83	54f8185665af417186d5065b84adec28	4	0	0	0	0	1	0
93-68-87-83	54f8185665af417186d5065b84adec28	7	0	0	0	0	1	0
48-62-94-30	af7f306f7c294ec3ab1959a32f9962cd	1	0	1	0	0	0	0
82-54-14-97	60aa18d9d4514e79a15084ff380d4f26	1	0	1	0	0	0	0
82-54-14-97	60aa18d9d4514e79a15084ff380d4f26	9	1	0	0	0	0	0
85-58-31-50	b6f5b70d4020455b92aafdd513b8f6fc	7	0	0	0	0	1	0
89-71-69-22	54a85eee2f0b47439742127b9f2b02dd	7	0	0	0	0	1	0
89-71-69-22	54a85eee2f0b47439742127b9f2b02dd	12	0	1	1	0	0	0
94-68-78-51	0b477b776e3e423ca76e0b6fac3e36d2	1	0	1	0	0	0	0
94-68-78-51	0b477b776e3e423ca76e0b6fac3e36d2	7	0	0	0	0	1	0
94-68-78-51	0b477b776e3e423ca76e0b6fac3e36d2	13	0	0	0	0	1	0
77-25-31-97	beeb7a05254d4694886b725103b67fa6	5	0	1	0	0	0	0
77-25-31-97	beeb7a05254d4694886b725103b67fa6	9	0	0	1	0	0	0
77-25-31-97	beeb7a05254d4694886b725103b67fa6	12	1	0	0	0	0	0
07-55-79-53	cbb256baaf914079878c3b965fc036a2	1	0	1	0	0	0	0
07-55-79-53	cbb256baaf914079878c3b965fc036a2	7	0	0	0	0	1	0
07-55-79-53	cbb256baaf914079878c3b965fc036a2	12	0	0	1	0	0	0
90-90-40-74	710a4716bb4f4e379ca2a093f59784ca	7	0	0	0	0	1	0
41-97-64-36	ec3c6ec4b8db453088f5661e1e610f8f	5	0	1	0	0	0	0
41-97-64-36	ec3c6ec4b8db453088f5661e1e610f8f	7	0	1	0	0	0	0
25-74-55-83	c06b6ceafb2e423c857fc2d4484224aa	9	1	0	0	0	0	0
23-03-00-22	4d7ce6fb3c2e48a9afbd1fa357c6ec09	1	0	1	0	0	0	0
23-03-00-22	4d7ce6fb3c2e48a9afbd1fa357c6ec09	4	0	0	0	0	1	0
39-94-51-30	5d1960a7563440c38d313665630a3983	5	0	1	0	0	0	0
39-94-51-30	5d1960a7563440c38d313665630a3983	7	0	0	0	0	1	0
39-94-51-30	5d1960a7563440c38d313665630a3983	9	0	0	1	0	0	0
96-67-12-64	52a2d15cf70b42d7943f48f6dbbed114	5	0	1	0	0	0	0
50-34-92-90	8472c36ad94b4a57ab4ce45ce0926066	4	0	0	0	0	1	0
50-34-92-90	8472c36ad94b4a57ab4ce45ce0926066	5	0	1	0	0	0	0
50-34-92-90	8472c36ad94b4a57ab4ce45ce0926066	7	0	0	0	0	1	0
92-00-32-34	b29f4ea333254f6a92421804a09bf091	12	0	0	0	0	0	1
94-73-06-45	cf5909c5ffbf4cf39ef190786a18c726	1	0	1	0	0	0	0
94-73-06-45	cf5909c5ffbf4cf39ef190786a18c726	9	0	0	1	0	0	0
94-73-06-45	cf5909c5ffbf4cf39ef190786a18c726	12	0	0	1	0	0	0
41-88-80-45	efb620d1c1ef4668a961f7ae0169b3d5	4	0	0	0	0	1	0
07-44-47-87	375fe53339b940d3a483eced9e1f0c69	1	0	1	0	0	0	0
07-44-47-87	375fe53339b940d3a483eced9e1f0c69	5	0	1	0	0	0	0
07-44-47-87	375fe53339b940d3a483eced9e1f0c69	7	0	0	0	0	1	0
07-44-47-87	375fe53339b940d3a483eced9e1f0c69	9	0	0	1	0	0	0
07-44-47-87	375fe53339b940d3a483eced9e1f0c69	12	0	0	1	0	0	0
03-73-53-84	02b2caee689340dfadc38484c0816ec8	4	0	0	0	0	1	0
03-73-53-84	02b2caee689340dfadc38484c0816ec8	8	0	1	0	0	0	0
03-73-53-84	02b2caee689340dfadc38484c0816ec8	9	1	0	0	0	0	0
79-58-22-43	d5d3f8452bbb457585df2c0738ddb53c	9	0	0	0	0	0	1
82-50-02-61	9b3075045e0842cb96cbdf37bb68e226	4	0	0	0	0	1	0
82-50-02-61	9b3075045e0842cb96cbdf37bb68e226	9	0	0	1	0	0	0
10-50-15-30	c7447bbbce7b4479843d33eed7e3530c	9	1	0	0	0	0	0
10-50-15-30	c7447bbbce7b4479843d33eed7e3530c	12	1	0	0	0	0	0
31-56-71-45	d15cc0a5e9a44eb88a20bdf241996839	12	0	0	1	0	0	0
10-18-18-20	785de7f599cd4b13a009291335e69519	6	0	0	0	1	0	0
05-39-37-51	b235ed508bcd45e5961f68994c3db913	5	0	1	0	0	0	0
05-39-37-51	b235ed508bcd45e5961f68994c3db913	6	0	1	0	0	0	0
05-39-37-51	b235ed508bcd45e5961f68994c3db913	7	0	0	0	0	1	0
05-39-37-51	b235ed508bcd45e5961f68994c3db913	9	0	0	1	0	0	0
05-39-37-51	b235ed508bcd45e5961f68994c3db913	12	0	0	1	0	0	0
70-73-46-06	24fa5bfb7ac1472e9a0c844e4e4934e7	1	0	1	0	0	0	1
70-73-46-06	24fa5bfb7ac1472e9a0c844e4e4934e7	12	0	0	0	0	0	1
27-21-02-87	a23195fc029142c6aceb07baf9e85287	3	0	0	0	0	1	0
27-21-02-87	a23195fc029142c6aceb07baf9e85287	5	0	1	0	0	0	0
27-21-02-87	a23195fc029142c6aceb07baf9e85287	9	0	0	0	0	0	1
51-46-23-46	5fcefea48b19427f83e2bd0e15a86baf	1	0	1	0	0	0	0
51-46-23-46	5fcefea48b19427f83e2bd0e15a86baf	4	0	0	0	0	1	0
51-46-23-46	5fcefea48b19427f83e2bd0e15a86baf	9	0	0	1	0	0	0
46-62-97-48	da11dc3ef6254dd8b2189d401cd2ca88	1	0	1	0	0	0	0
50-75-48-33	9faf05f01e144e528c38f88127bb7a38	6	0	1	0	0	0	0
35-42-69-24	949291bae1a94ebd8837b88462131ac0	3	0	0	0	0	1	0
35-42-69-24	949291bae1a94ebd8837b88462131ac0	4	0	0	0	0	1	0
35-42-69-24	949291bae1a94ebd8837b88462131ac0	7	0	0	0	0	1	0
35-42-69-24	949291bae1a94ebd8837b88462131ac0	13	0	0	0	0	1	0
08-75-76-17	7fc9e6408aa24d7c899c2b7851174db6	9	0	0	1	0	0	0
83-43-59-32	17e8b53a29304712a6d4570fd85c1d48	1	0	1	0	0	0	0
83-43-59-32	17e8b53a29304712a6d4570fd85c1d48	9	0	0	1	0	0	0
83-43-59-32	17e8b53a29304712a6d4570fd85c1d48	12	0	0	1	0	0	0
83-43-59-32	17e8b53a29304712a6d4570fd85c1d48	13	0	0	0	0	1	0
96-06-07-33	0caeeda1196d406d83019ae9959be4d3	6	0	1	0	0	0	0
96-06-07-33	0caeeda1196d406d83019ae9959be4d3	14	0	0	0	0	0	1
96-06-07-33	0caeeda1196d406d83019ae9959be4d3	16	0	1	0	0	0	0
28-73-32-56	e408307d969b440e96daddc1df7da526	5	0	1	0	0	0	0
28-73-32-56	e408307d969b440e96daddc1df7da526	9	1	0	0	0	0	0
28-73-32-56	e408307d969b440e96daddc1df7da526	12	1	0	0	0	0	0
44-96-69-33	558037280ae9416c99f3f0135e22aced	5	0	1	0	0	0	1
44-96-69-33	558037280ae9416c99f3f0135e22aced	8	0	0	0	0	1	0
44-96-69-33	558037280ae9416c99f3f0135e22aced	9	0	0	0	0	0	1
44-96-69-33	558037280ae9416c99f3f0135e22aced	13	0	0	0	0	1	0
04-31-62-71	40bdd3d582de4a5ab89350ee0052bd5e	9	0	0	1	0	0	0
53-23-89-55	8c440d9cd7294332be15419ced556a12	1	0	1	0	0	0	0
68-22-26-65	fc040c8023c74995bd9066857b7a5501	1	0	1	0	0	0	0
68-22-26-65	fc040c8023c74995bd9066857b7a5501	5	0	1	0	0	0	0
68-22-26-65	fc040c8023c74995bd9066857b7a5501	12	0	0	0	0	0	1
21-77-09-33	267732f0294b494aa93d703149153915	3	0	0	0	0	1	0
21-77-09-33	267732f0294b494aa93d703149153915	5	0	0	0	0	0	1
21-77-09-33	267732f0294b494aa93d703149153915	6	0	1	0	0	0	0
21-77-09-33	267732f0294b494aa93d703149153915	7	0	0	0	0	1	0
21-77-09-33	267732f0294b494aa93d703149153915	9	0	0	0	0	0	1
21-77-09-33	267732f0294b494aa93d703149153915	12	0	0	0	0	0	1
21-49-25-83	3dfb53ac6b854f0e88e4a7f3d16a5649	7	0	0	0	0	1	0
56-06-53-95	df549b8fef54496dbef537284f13ba67	7	0	0	0	0	1	0
56-06-53-95	df549b8fef54496dbef537284f13ba67	9	0	0	1	0	0	0
16-62-35-90	8fe685e7ef2c48e0b1098f07a4a632c3	4	0	0	0	0	1	0
16-62-35-90	8fe685e7ef2c48e0b1098f07a4a632c3	5	0	1	0	0	0	0
42-24-22-13	719e062d035d4f0b8d2f28925f58bb73	4	0	0	0	0	1	0
42-24-22-13	719e062d035d4f0b8d2f28925f58bb73	7	0	0	0	0	1	0
42-24-22-13	719e062d035d4f0b8d2f28925f58bb73	9	0	0	0	0	0	1
42-24-22-13	719e062d035d4f0b8d2f28925f58bb73	12	0	0	0	0	0	1
42-24-22-13	719e062d035d4f0b8d2f28925f58bb73	16	0	1	0	0	0	0
66-52-64-26	5ea5869d328e425786c568832416a037	7	0	0	0	0	1	0
66-52-64-26	5ea5869d328e425786c568832416a037	9	1	0	0	0	0	0
92-36-09-26	02c2f57b0b304252a874f0b16f4fc258	7	0	0	0	0	1	0
92-36-09-26	02c2f57b0b304252a874f0b16f4fc258	9	0	0	1	0	0	0
92-36-09-26	02c2f57b0b304252a874f0b16f4fc258	12	0	0	1	0	0	0
09-44-33-03	030f44852bf94ffb9b6ab1afff9422d3	9	0	0	0	0	0	1
71-05-79-62	ac1ae39b01414500aeadc621872952b8	1	0	1	0	0	0	0
71-05-79-62	ac1ae39b01414500aeadc621872952b8	5	0	1	0	0	0	0
71-05-79-62	ac1ae39b01414500aeadc621872952b8	7	0	0	0	0	1	0
71-05-79-62	ac1ae39b01414500aeadc621872952b8	9	0	0	1	0	0	0
66-36-40-13	3c95ec9e745849ad8955a9a8a54e57e5	3	0	0	0	0	1	0
66-36-40-13	3c95ec9e745849ad8955a9a8a54e57e5	9	0	0	0	0	0	1
43-23-35-53	aa773dc5d2cc4651a7a33c3558cbe5d1	3	0	0	0	0	1	1
43-23-35-53	aa773dc5d2cc4651a7a33c3558cbe5d1	4	0	0	0	0	1	0
43-23-35-53	aa773dc5d2cc4651a7a33c3558cbe5d1	6	0	1	0	0	0	0
43-23-35-53	aa773dc5d2cc4651a7a33c3558cbe5d1	7	0	0	0	0	1	0
43-23-35-53	aa773dc5d2cc4651a7a33c3558cbe5d1	12	0	1	0	0	0	0
43-23-35-53	aa773dc5d2cc4651a7a33c3558cbe5d1	13	0	0	0	0	0	1
34-68-19-55	c2941dfcbe5745719c956a2887769cf4	7	0	0	0	0	1	0
34-68-19-55	c2941dfcbe5745719c956a2887769cf4	9	1	0	0	0	0	0
13-45-81-02	5abb8df0f7af4a81aae4a38334eec56b	6	0	1	0	0	0	0
13-45-81-02	5abb8df0f7af4a81aae4a38334eec56b	7	0	0	0	0	1	0
58-12-75-02	e5b562dae47044eb9660ccdc379eba8b	8	0	1	0	0	1	0
58-12-75-02	e5b562dae47044eb9660ccdc379eba8b	9	1	0	0	0	0	0
96-37-34-08	ca830d594b4d4f36bf7d65ddf1ebc0ec	9	1	1	0	0	0	0
03-61-35-82	e61320a42df146b089f6c0328bb15234	1	0	1	0	0	0	0
71-92-36-18	829dc54ac0c44d7c8b107c967a520113	5	0	1	0	0	0	0
71-92-36-18	829dc54ac0c44d7c8b107c967a520113	7	0	0	0	0	1	0
71-92-36-18	829dc54ac0c44d7c8b107c967a520113	9	1	0	0	0	0	0
52-04-54-11	e62c7b6c36c943acb6b54b38ef179019	3	0	1	0	0	1	0
67-21-83-66	08a42a0da89541a0ad601cfd31ad4313	5	0	1	0	0	0	0
67-21-83-66	08a42a0da89541a0ad601cfd31ad4313	6	0	1	0	0	0	0
39-76-27-45	cfa6e60e8fd84150a9b445b4fe4019b4	9	1	0	0	0	0	0
17-45-85-72	e1d9b98b6421441bae49fe6d13b1690a	1	0	1	0	0	0	0
17-45-85-72	e1d9b98b6421441bae49fe6d13b1690a	5	0	1	0	0	0	0
17-45-85-72	e1d9b98b6421441bae49fe6d13b1690a	7	0	1	0	0	0	0
17-45-85-72	e1d9b98b6421441bae49fe6d13b1690a	9	0	0	0	0	0	1
17-45-85-72	e1d9b98b6421441bae49fe6d13b1690a	16	0	1	0	0	0	0
84-40-93-79	1577116ddbe44f1e97d5c1ec68e6a54c	7	0	1	0	0	0	0
84-40-93-79	1577116ddbe44f1e97d5c1ec68e6a54c	9	1	0	0	0	0	0
84-40-93-79	1577116ddbe44f1e97d5c1ec68e6a54c	11	0	0	0	0	1	0
05-18-59-10	afc22ca1b14440df94c3162d31b0c5be	9	1	0	0	0	0	0
05-18-59-10	afc22ca1b14440df94c3162d31b0c5be	12	1	0	0	0	0	0
05-18-59-10	afc22ca1b14440df94c3162d31b0c5be	16	0	1	0	0	0	0
79-37-13-75	4f142c053a64497a97cf2320f92a3a45	9	1	0	0	0	0	0
79-37-13-75	4f142c053a64497a97cf2320f92a3a45	12	1	0	0	0	0	0
79-37-13-75	4f142c053a64497a97cf2320f92a3a45	14	1	0	0	0	0	0
99-83-29-76	d6d158be41ee4f868be5b143a7fed0a3	5	0	1	0	0	0	0
99-83-29-76	d6d158be41ee4f868be5b143a7fed0a3	9	1	0	0	0	0	0
85-75-81-58	132d3ac236f44e8cb1f9834a46c85fc5	1	0	1	0	0	0	0
85-75-81-58	132d3ac236f44e8cb1f9834a46c85fc5	5	0	1	0	0	0	0
85-75-81-58	132d3ac236f44e8cb1f9834a46c85fc5	12	0	1	0	0	0	1
85-75-81-58	132d3ac236f44e8cb1f9834a46c85fc5	14	0	0	0	0	0	1
20-72-01-06	df543f3002da44fcae98e91b6ecb1068	12	1	0	0	0	0	0
34-59-36-04	a74fb4a360644e02b42e8ccdfcf03976	3	0	1	0	0	1	0
41-93-77-61	b9097808547f43b0988d9227095250fd	9	1	0	0	0	0	0
41-93-77-61	b9097808547f43b0988d9227095250fd	12	1	0	0	0	0	0
41-93-77-61	b9097808547f43b0988d9227095250fd	13	0	0	0	0	1	0
41-93-77-61	b9097808547f43b0988d9227095250fd	14	1	0	0	0	0	0
89-92-85-62	9434e1982140446284dad3e13518c384	9	1	0	0	0	0	0
10-22-16-57	3b264e5188674e278fb7203918e2c7e8	1	0	1	0	0	0	0
10-22-16-57	3b264e5188674e278fb7203918e2c7e8	2	0	1	0	0	0	0
10-22-16-57	3b264e5188674e278fb7203918e2c7e8	12	0	0	0	0	1	0
10-64-40-88	c78f458fe91540fdb8b9dbe2c2840faf	12	1	0	0	0	0	0
10-64-40-88	c78f458fe91540fdb8b9dbe2c2840faf	14	1	0	0	0	0	0
39-71-33-57	b611e9ecc54848c6b89839b9dfc2e4c3	1	0	1	0	0	0	0
39-71-33-57	b611e9ecc54848c6b89839b9dfc2e4c3	12	1	1	0	0	0	0
14-22-78-99	669366a650004ecc8f3192a1a42aa014	1	0	1	0	0	0	0
14-22-78-99	669366a650004ecc8f3192a1a42aa014	5	1	0	0	0	0	0
14-22-78-99	669366a650004ecc8f3192a1a42aa014	9	1	0	0	0	0	0
93-76-75-49	527c4a63a40d458ca19a0271c4596898	4	0	0	0	0	1	0
93-76-75-49	527c4a63a40d458ca19a0271c4596898	5	0	1	0	0	0	0
93-76-75-49	527c4a63a40d458ca19a0271c4596898	8	0	0	0	0	1	0
93-76-75-49	527c4a63a40d458ca19a0271c4596898	9	1	0	0	0	0	0
93-76-75-49	527c4a63a40d458ca19a0271c4596898	13	1	0	0	0	0	0
68-45-28-10	3d269286401f4f5a92e3bfbd8c8cfb9f	5	0	1	0	0	0	0
41-84-63-39	408660c3bb394a4780df6b4dee834562	9	0	0	1	0	0	0
30-10-62-45	4d976a32f0254806bd1f5a5d0e56f75e	6	0	1	0	0	0	0
69-02-05-09	b79b7e93bf3a42b7a6b9b2e3e5bdfee9	9	1	0	0	0	0	0
14-04-95-83	fae3e5fcdc0047268859558608218746	3	0	1	0	0	1	0
49-09-88-76	5ff483dc1d5548459c1e9b87e227a801	7	0	0	0	0	1	0
49-09-88-76	5ff483dc1d5548459c1e9b87e227a801	8	0	1	0	0	1	0
06-23-61-42	c1dc8651f1fe4d5b896765e4935b65e2	1	0	1	0	0	0	0
06-23-61-42	c1dc8651f1fe4d5b896765e4935b65e2	7	0	0	0	0	1	0
06-23-61-42	c1dc8651f1fe4d5b896765e4935b65e2	9	1	0	0	0	0	0
06-23-61-42	c1dc8651f1fe4d5b896765e4935b65e2	12	1	1	0	0	0	0
34-49-97-88	b27f2b09afe24a86bbfa46da243c6cd0	7	0	0	0	0	1	0
85-27-75-31	1f134aec04364fd2adf92ae9f357c759	1	0	1	0	0	0	0
85-27-75-31	1f134aec04364fd2adf92ae9f357c759	12	1	0	0	0	0	0
12-72-37-17	47beb88b16664336a658cca434e1c5a9	1	0	1	0	0	0	0
12-72-37-17	47beb88b16664336a658cca434e1c5a9	6	0	1	0	0	0	0
38-30-83-22	ab2b4aba9744472cb5d2a72f652b1416	9	1	0	0	0	0	0
10-96-71-51	3dc4c1fd67614e2bafa9db2c95ac6f77	1	0	1	0	0	0	0
36-57-61-52	2bb8e5df929b42e3b6458b795438819e	5	0	1	0	0	0	0
36-57-61-52	2bb8e5df929b42e3b6458b795438819e	7	0	0	0	0	1	0
36-57-61-52	2bb8e5df929b42e3b6458b795438819e	9	1	0	0	0	0	0
73-07-80-85	8af638a2bfef4375b38623d2181aade8	7	0	1	0	0	0	0
73-07-80-85	8af638a2bfef4375b38623d2181aade8	9	1	0	0	0	0	0
78-17-89-77	84d765c7ee784df3993394b129d632ac	1	0	1	0	0	0	0
78-17-89-77	84d765c7ee784df3993394b129d632ac	7	0	0	0	0	1	0
78-17-89-77	84d765c7ee784df3993394b129d632ac	9	1	0	0	0	0	0
78-17-89-77	84d765c7ee784df3993394b129d632ac	12	1	0	0	0	0	0
78-17-89-77	84d765c7ee784df3993394b129d632ac	14	1	0	0	0	0	0
68-97-06-63	cc8ac88f8c954940ab3e343c7204d4b9	7	0	0	0	0	1	0
68-97-06-63	cc8ac88f8c954940ab3e343c7204d4b9	9	1	0	0	0	0	0
84-15-74-07	e9a258af8d9649d88a44ce14f697e3c7	6	0	1	0	0	0	0
84-15-74-07	e9a258af8d9649d88a44ce14f697e3c7	7	0	0	0	0	1	0
84-15-74-07	e9a258af8d9649d88a44ce14f697e3c7	9	1	0	0	0	0	0
84-15-74-07	e9a258af8d9649d88a44ce14f697e3c7	12	1	0	0	0	0	0
96-86-50-04	4edad698b05c4c838f70f50c86352344	5	0	1	0	0	0	0
96-86-50-04	4edad698b05c4c838f70f50c86352344	9	1	0	0	0	0	0
96-86-50-04	4edad698b05c4c838f70f50c86352344	12	1	0	0	0	0	0
85-89-16-25	dd0f904ac9144a5294f8699540ea7b80	5	0	1	0	0	0	0
85-89-16-25	dd0f904ac9144a5294f8699540ea7b80	9	0	0	1	0	0	0
85-89-16-25	dd0f904ac9144a5294f8699540ea7b80	13	1	0	0	0	0	0
16-34-17-98	a79ec0a0c2a94db8b163d9b3f673776d	5	0	1	0	0	0	0
16-34-17-98	a79ec0a0c2a94db8b163d9b3f673776d	9	1	1	0	0	0	0
16-34-17-98	a79ec0a0c2a94db8b163d9b3f673776d	12	1	0	0	0	0	0
16-34-17-98	a79ec0a0c2a94db8b163d9b3f673776d	14	1	0	0	0	0	0
70-09-07-96	52a9c4024d1b4a79b238ed694dd5a067	5	0	0	1	0	0	0
70-09-07-96	52a9c4024d1b4a79b238ed694dd5a067	6	0	1	0	0	0	0
70-09-07-96	52a9c4024d1b4a79b238ed694dd5a067	7	0	0	0	0	1	0
24-73-20-21	5c3ff7c10e354ffba99d1a836b41ef9b	1	0	1	0	0	0	0
24-73-20-21	5c3ff7c10e354ffba99d1a836b41ef9b	12	1	0	0	0	0	0
24-73-20-21	5c3ff7c10e354ffba99d1a836b41ef9b	14	1	0	0	0	0	0
83-42-76-93	0314736581404b4fa0c724152b831d8f	5	0	1	0	0	0	0
83-42-76-93	0314736581404b4fa0c724152b831d8f	6	0	1	0	0	0	0
83-42-76-93	0314736581404b4fa0c724152b831d8f	9	1	0	0	0	0	0
69-91-79-70	6feedfb006fb4a1581264852d41f09e9	5	0	1	0	0	0	0
69-91-79-70	6feedfb006fb4a1581264852d41f09e9	9	1	0	0	0	0	0
69-91-79-70	6feedfb006fb4a1581264852d41f09e9	12	1	0	0	0	0	0
69-91-79-70	6feedfb006fb4a1581264852d41f09e9	15	1	0	0	0	0	0
73-64-18-34	b2014207f77941729aeaa77e75092828	1	0	1	0	0	0	0
58-97-40-79	f1e7535ca4c14bc885511ed0ad04e8c1	1	0	1	1	0	0	0
58-97-40-79	f1e7535ca4c14bc885511ed0ad04e8c1	12	0	1	0	0	0	0
82-08-17-81	fbf9603814d646e28afd6f312a0f178e	1	1	1	0	0	0	0
82-08-17-81	fbf9603814d646e28afd6f312a0f178e	5	0	1	0	0	0	0
82-08-17-81	fbf9603814d646e28afd6f312a0f178e	6	1	0	0	0	0	0
82-08-17-81	fbf9603814d646e28afd6f312a0f178e	12	1	0	0	0	0	0
31-00-20-06	f375506d65c9414b88dc4d3597301fe7	9	1	0	0	0	0	0
00-36-43-25	d8cc4459e95248a29ca8102e22e63ebf	6	0	1	0	0	0	0
